row,disapproval,confusion,annoyance,curiosity,neutral,disappointment,anger,approval,surprise,realization,disgust,embarrassment,optimism,sadness,excitement,caring,fear,nervousness,amusement,admiration,joy,desire,gratitude,remorse,love,grief,relief,pride
27,0.014937913045287132,0.016544166952371597,0.024417994543910027,0.004202864598482847,0.03506389632821083,0.01974915713071823,0.024969305843114853,0.03229547664523125,0.043993473052978516,0.09134145081043243,0.02167459763586521,0.008831726387143135,0.005105681251734495,0.018100406974554062,0.018225304782390594,0.006029440090060234,0.2740393579006195,0.02599792554974556,0.007097570691257715,0.04106966406106949,0.015117340721189976,0.0035464901011437178,0.0009812742937356234,0.001927636214531958,0.7934498190879822,0.0038033975288271904,0.0021662237122654915,0.0032208336051553488
28,0.40906140208244324,0.005031239707022905,0.15440373122692108,0.0010751088848337531,0.5114507675170898,0.011487441137433052,0.021012770012021065,0.020880915224552155,0.0008612911915406585,0.014570695348083973,0.003753423225134611,0.0014160647988319397,0.0021285919938236475,0.001363083254545927,0.0005012667388655245,0.0015632541617378592,0.0004725257458630949,0.0002753129811026156,0.0019271253840997815,0.0012359987013041973,0.0007377972942776978,0.0007352136890403926,0.001332811894826591,0.0003652806335594505,0.0003207997651770711,0.0002639545709826052,0.0004114675975870341,0.0002831468009389937
29,0.34940752387046814,0.06798862665891647,0.047289688140153885,0.08139902353286743,0.5550535917282104,0.021214960142970085,0.00456158397719264,0.019045086577534676,0.0039058197289705276,0.010624200105667114,0.0019406417850404978,0.002223273739218712,0.0023149631451815367,0.002537328517064452,0.0009114566491916776,0.0017591645009815693,0.0008775171590968966,0.0008046511793509126,0.0016092514852061868,0.001241724705323577,0.0008064036373980343,0.0008613802492618561,0.0003170502313878387,0.0004927836707793176,0.0004358612932264805,0.00039545493200421333,0.0003514653944876045,0.0001175632860395126
30,0.007179519161581993,0.3566987216472626,0.0098562715575099,0.25384247303009033,0.6530479788780212,0.001756233861669898,0.0019901159685105085,0.014925786294043064,0.0033670379780232906,0.00780692370608449,0.001147010363638401,0.0005519968108274043,0.0029258637223392725,0.000791229191236198,0.001022240612655878,0.0010141042293980718,0.0006871389923617244,0.0003150594129692763,0.0015119848540052772,0.0013164561241865158,0.0006238679634407163,0.000836610677652061,0.0005162358866073191,0.00031352616497315466,0.0010221388656646013,0.00020440886146388948,0.00015206230455078185,6.994443538133055e-05
31,0.025010045617818832,0.0015061722369864583,0.0687965601682663,0.0008685506181791425,0.5109235048294067,0.006043112836778164,0.007782225962728262,0.01623420976102352,0.0005649920785799623,0.011627440340816975,0.003172447672113776,0.0021364844869822264,0.0032501565292477608,0.0017284743953496218,0.0007476751925423741,0.0015397561946883798,0.00044390279799699783,0.00030440313275903463,0.49277597665786743,0.00159464159514755,0.008231102488934994,0.0008394406759180129,0.00042994084651581943,0.00048458989476785064,0.0006548888050019741,0.0002490016631782055,0.0006062753382138908,0.00029529505991376936
32,0.23400256037712097,0.003675831016153097,0.07979901134967804,0.0006289518205448985,0.6895978450775146,0.014748292975127697,0.0052721560932695866,0.04215926304459572,0.0007914809975773096,0.026546286419034004,0.002528918907046318,0.0013294422533363104,0.003050966188311577,0.0014650681987404823,0.00042250280966982245,0.001092286198399961,0.00048458922537975013,0.00028754930826835334,0.0012670657597482204,0.000996301998384297,0.0005492822965607047,0.0006516618304885924,0.0004824235220439732,0.0003511276445351541,0.0003674026229418814,0.0002322800864931196,0.00045255437726154923,0.0002447353908792138
33,0.008201668038964272,0.0044118198566138744,0.008724760264158249,0.0017342005157843232,0.9488074779510498,0.007563047576695681,0.000999943120405078,0.013296840712428093,0.0008661840111017227,0.013730195350944996,0.0010741987498477101,0.0005964069277979434,0.007155315484851599,0.001888595405034721,0.0010379476007074118,0.0010172732872888446,0.0007697524270042777,0.0003708807344082743,0.0016997657949104905,0.0012030481593683362,0.0011004814878106117,0.001819776021875441,0.000830137578304857,0.00045389257138594985,0.000562379602342844,0.0002937274402938783,0.0004555816121865064,0.00022423692280426621
34,0.08198986947536469,0.025236625224351883,0.019578183069825172,0.0014639372238889337,0.8280649185180664,0.010073135606944561,0.0016305542085319757,0.04735040292143822,0.00042714926530607045,0.02585609070956707,0.0012979080202057958,0.0006385801243595779,0.0039238822646439075,0.001850680448114872,0.00043859545257873833,0.0016992156160995364,0.0007411872502416372,0.0006346058216877282,0.0007194349309429526,0.0007692687795497477,0.000952209928072989,0.000984195969067514,0.0004179402021691203,0.0003691976598929614,0.0006493908585980535,0.00023299362510442734,0.0005656249122694135,0.0001805784850148484
35,0.00768048083409667,0.0011408340651541948,0.01755545474588871,0.0005789519054815173,0.7800331115722656,0.05845280736684799,0.003428064053878188,0.03539466857910156,0.0007317560957744718,0.04475406929850578,0.006314828060567379,0.005193561781197786,0.0018402587156742811,0.18075905740261078,0.0004972656024619937,0.004168520215898752,0.003924560267478228,0.0023165505845099688,0.001997465267777443,0.005724682472646236,0.0020189485512673855,0.0012137606972828507,0.0006845085299573839,0.004245490301400423,0.001774893025867641,0.005435853265225887,0.002290684962645173,0.0009937623981386423
36,0.007512432988733053,0.0029362442437559366,0.009514465928077698,0.0008166595362126827,0.9455133080482483,0.006272618658840656,0.0012243441306054592,0.028340987861156464,0.0005517718964256346,0.020305534824728966,0.0018488967325538397,0.0007424519280903041,0.002480507595464587,0.0027325060218572617,0.0007408285746350884,0.0007347856881096959,0.0009220624342560768,0.00032825113157741725,0.0012834185035899282,0.001955111511051655,0.001106521813198924,0.0010129638249054551,0.0005936849629506469,0.0004061975341755897,0.0007792851538397372,0.00036387579166330397,0.0005025002756156027,0.0002984098973684013
